,experience 1,experience 2,experience 3,experience 4,experience 5,experience 6,experience 7,experience 8,experience 9,experience 10,experience 11,experience 12,experience 13,experience 14,experience 15,experience 16,experience 17,experience 18,experience 19,experience 20,experience 21,experience 22,experience 23,experience 24,experience 25,std,mean,median
gene 436,372.27273,428.52359,421.76060,541.67492,293.04805,584.53094,395.82324,291.28909,280.90549,437.10633,525.83197,448.53261,626.12720,340.30031,511.29765,417.45186,411.32406,383.90671,532.22032,527.36186,538.16414,310.12857,398.31651,646.73726,438.16754,101.10211,444.11214,428.52359
gene 437,172.54015,149.72794,164.18170,140.51230,127.39026,172.35291,118.60100,93.65259,167.46632,176.20249,156.02058,166.02515,162.87795,168.95655,139.34696,132.90627,179.17855,153.68121,128.75222,112.22723,123.83958,100.45569,131.13745,136.66320,138.83048,23.64931,144.54107,140.51230
gene 438,2544.94324,1620.88245,1469.65083,1904.43890,1126.22454,1404.67257,1794.08092,1885.90729,1680.04846,2379.76338,2305.80730,1358.03949,2282.65444,1698.60958,1611.31383,2032.71645,2278.49093,2769.51373,1706.17780,2184.81374,1635.04544,2282.66476,1125.39701,1620.09757,2007.03120,422.32089,1868.35943,1794.08092
gene 439,1937.22164,1536.44988,1899.75855,1494.47089,1100.75843,1491.32173,1353.12217,1881.40032,1555.32790,2019.22157,1742.59950,1700.94755,1334.22077,1800.69284,1350.32380,1301.39753,1854.83337,1573.64336,1658.76130,1526.82386,1350.73823,1402.05389,1553.14328,1817.14623,1652.38896,229.60627,1595.55070,1555.32790
gene 440,1959.53212,1654.21967,2367.21933,1872.79860,2202.88991,1594.57707,1665.89203,1946.40332,1396.07888,1275.29525,1857.83804,1764.74240,1925.93383,2656.65388,1706.10632,1976.67605,2261.36072,1528.05249,1701.12173,1469.38754,2000.91081,2259.45190,2136.11336,1926.04481,1841.47554,315.39265,1877.87102,1872.79860
gene 441,814.54446,669.73030,681.53064,820.95291,1002.47078,568.02266,629.09609,627.16732,930.74591,675.26444,488.21172,654.72720,553.02705,623.89554,656.37464,567.13241,486.68575,657.55494,507.98682,898.42997,826.05173,971.97966,673.12429,782.40487,672.96545,143.87014,697.60310,669.73030
gene 442,2173.78522,2220.67502,1216.16374,1902.75503,783.29472,1525.27981,1596.04087,1686.94430,1957.66544,2208.66597,1587.09927,2603.94544,2901.79820,665.23542,2434.23367,1810.82927,1768.74550,2067.05995,1289.30679,1243.98123,1963.30831,1718.04308,2018.28190,1972.00469,1949.21415,505.62989,1810.57428,1902.75503
gene 443,904.49473,744.71148,937.33833,894.59226,1242.63412,1462.81879,1387.98219,1158.24057,1288.26124,1177.59655,1238.56592,1195.79494,988.01295,1535.07794,1062.47619,1350.54130,1354.83798,1157.12435,1236.16649,1079.37054,1436.77758,873.78674,1183.23127,1248.28624,957.46549,200.63386,1163.84745,1183.23127
gene 444,881.09736,862.80786,661.11253,781.58441,649.09596,779.26111,1088.61135,732.04490,794.58420,733.04674,801.39474,1049.16938,1059.07329,744.33388,671.40979,1211.03759,580.47546,722.49225,1262.43609,1188.45337,990.46752,844.24872,1090.01610,962.42530,1071.05041,190.68702,888.46921,844.24872
gene 445,1116.03545,1121.73570,928.91179,1059.67305,1505.80224,834.92468,1140.33176,1642.47697,1203.76945,1141.00492,1010.03115,1212.71435,1114.55545,1236.07359,1218.29996,1317.68268,985.71467,1042.59633,1120.83745,1035.29434,709.77675,1572.60178,1348.96403,1196.52854,1295.61982,207.66010,1164.47828,1140.33176
gene 446,486.21897,397.50798,323.72650,459.77405,470.69446,567.07894,420.08823,372.90047,550.10382,416.81850,469.34271,387.78194,454.64654,504.90123,455.89836,444.64276,381.12636,409.27587,503.64964,565.34854,389.06640,391.52542,372.59678,485.97097,447.62182,61.95645,445.13229,447.62182
gene 447,866.84315,864.48836,1230.21595,852.92601,667.32584,788.27954,909.84164,788.88412,1099.69834,776.14704,1177.83463,817.22493,697.36255,949.37540,674.17470,1062.84829,508.18190,904.56014,939.33235,820.82899,552.40001,958.77473,767.69050,1005.19149,696.64588,174.13601,855.08306,852.92601
gene 448,1858.98051,2299.35388,2192.07208,1953.29275,2495.20629,1701.11758,2027.11745,1832.58977,2020.72803,1708.44615,1076.81943,1152.71776,1138.10823,1701.12301,788.21895,1735.97632,1803.95603,1987.21430,2049.27281,2252.46780,1969.09282,1658.90773,2119.60917,2152.55682,1582.03060,403.59755,1810.27905,1858.98051
gene 449,69.77780,53.42574,55.37174,62.03839,60.18075,76.66161,48.12299,69.07975,73.91966,56.54588,62.62707,60.55093,84.03946,57.03164,67.37261,34.95313,87.83985,47.28150,53.14398,60.63315,49.69446,37.39315,79.05112,41.54211,75.49729,13.66681,60.95103,60.55093
gene 450,1425.04582,1112.11106,1454.33523,1190.61043,1488.71801,1641.07288,1602.60935,1501.08020,1013.56003,1421.10627,1586.37678,1594.53477,1364.52035,1346.38670,1005.80941,1791.12911,987.70550,1703.55462,1232.27667,1376.41393,1495.25234,1478.91992,1516.08165,1323.30686,1598.41090,213.98572,1410.03715,1454.33523
gene 451,1646.73959,1539.33528,2136.58716,1683.52233,1884.70705,2177.70808,1703.98094,1782.89233,1965.70071,1048.74795,2172.45000,1342.94029,2215.94937,1311.97575,2355.14485,907.34044,2275.33766,1758.26629,1821.69954,1467.04031,1658.53456,2111.63481,1878.28227,1775.14548,1790.04157,362.35132,1776.46818,1782.89233
gene 452,163.69855,91.37949,157.41380,141.18308,187.67242,186.07777,145.08504,195.46522,153.51488,170.65908,114.21659,170.67444,161.40765,175.32513,129.10175,155.52296,155.27896,207.63885,135.30225,178.49998,200.00551,160.33712,157.35579,139.56035,142.83958,26.17312,159.00865,157.41380
gene 453,409.36619,487.65799,456.14124,426.38592,586.52655,540.23922,664.99207,625.11835,734.61309,533.51393,433.01396,525.85580,526.74520,749.16968,621.10002,627.35019,597.65097,703.09798,543.16132,457.34223,300.89103,473.37300,499.47605,532.32590,515.43535,104.49118,542.82173,532.32590
gene 454,1307.75189,1659.71881,1477.67525,1262.76821,1523.52212,644.74829,1574.09143,1720.78964,1365.42871,1125.75988,1191.43720,1053.04723,1564.11822,1656.07390,1265.88637,1274.47635,993.78227,1261.19077,1175.85441,1549.23368,1551.14661,1563.10150,1770.90552,1553.05522,1053.91153,264.09310,1365.57900,1365.42871
gene 455,580.46866,797.30924,1007.76353,842.94309,1170.73069,895.71236,608.95985,841.12065,682.97384,902.33150,773.43395,1088.02358,1056.55612,930.00176,797.52482,831.74779,855.31447,1171.37409,621.29160,803.47437,984.16569,892.11872,1158.11053,887.63369,899.63189,162.18141,883.22866,887.63369
gene 456,1493.58409,1346.67105,1274.03051,1109.29657,881.00140,1760.57054,1183.95355,1613.04133,1469.95843,1132.42900,1621.23159,1015.01369,1624.40459,1141.91793,1272.10480,1131.92927,1336.47922,1679.35013,1130.67587,1436.80839,1530.37186,1369.38014,1695.70883,1350.78056,1540.77235,231.20011,1365.65863,1350.78056
gene 457,1173.20675,1611.31787,1412.19393,1534.94030,863.44169,1952.75922,1623.89676,985.05183,1629.12803,1108.37759,992.09662,1732.37420,1796.74174,630.46271,820.07036,1410.11883,1500.27487,991.56273,1495.18724,1543.55858,1520.83212,1243.61443,1283.51752,1744.04032,1135.11078,335.51089,1349.35508,1412.19393
gene 458,121.04000,114.08899,117.98245,123.94496,107.40619,90.47925,170.27149,182.26464,71.11835,49.66829,89.95194,97.43351,68.86059,119.85491,110.33621,98.48481,86.91864,90.31273,92.86590,86.18985,112.15505,119.41823,98.56111,89.99194,136.95652,28.26815,105.86226,98.56111
gene 459,308.82264,329.14884,325.05621,262.58083,203.30133,259.21673,314.78122,314.30629,342.62214,269.27773,315.11828,338.71905,321.61458,392.93372,198.99772,304.84154,421.61631,171.30502,348.23145,256.59528,345.98077,297.19422,333.55728,286.18493,272.83083,55.82165,301.39340,314.30629
gene 460,1164.57749,1147.36489,1251.40470,1345.21127,1074.84916,748.71251,1524.40755,936.77621,1398.17245,918.74274,652.11602,661.17094,1220.05273,992.83895,1186.75337,1170.85777,1842.16821,1566.65619,1104.71126,988.19684,1110.69411,1557.49492,1585.59840,1365.70005,1577.78158,298.65627,1203.72041,1170.85777
gene 461,527.85886,1057.50014,1386.75148,1087.26432,1395.97582,2038.29288,1625.48980,1603.95739,1569.42472,1456.05865,1354.26445,1152.10960,1460.95932,1973.55955,1387.00725,2054.32926,2072.34776,1434.35729,1300.88908,1466.75828,1084.24961,1404.68375,1237.35904,1369.78448,1457.07001,340.19434,1438.33211,1404.68375
gene 462,1810.88599,1595.36702,1716.75192,1656.21720,1484.37738,906.11224,1781.45178,1848.39888,966.18488,1648.41984,1552.08709,1646.19204,1415.07365,1530.79704,1822.49373,1429.73538,1446.34751,1721.63240,1316.13853,1765.18028,1235.98753,1593.04388,1289.57059,1364.42486,1598.56183,242.42519,1525.65734,1593.04388
gene 463,450.53299,378.56090,205.46493,493.30954,357.53630,105.99477,282.67325,348.02882,247.15179,378.64488,358.28321,399.03320,507.30837,496.39280,270.82829,443.44765,396.81362,364.60866,400.41535,371.63818,406.49223,466.66138,497.34371,420.27881,399.82388,94.53715,377.89070,396.81362
gene 464,354.56716,378.97112,170.25267,346.77039,420.44708,327.65178,324.75787,360.57934,320.57232,302.74037,489.27307,354.80142,374.07430,197.42535,374.81454,364.67245,363.30335,311.52307,337.58425,350.23611,477.67224,304.68427,366.51435,180.23672,334.61735,73.03815,339.54972,350.23611
gene 465,436.81615,441.64441,513.83617,367.44844,412.88735,419.71455,514.30626,390.99740,367.45452,497.04046,504.24332,288.52544,393.08099,439.32746,530.71601,309.98050,352.10517,318.60757,391.12454,451.99747,485.05573,433.10318,302.19145,343.69594,227.51256,78.27433,405.33652,412.88735
gene 466,2202.99078,2101.66900,2598.94160,2561.33337,2088.48727,1921.75926,2254.81719,1661.61225,2821.10507,2488.14048,2280.78884,2769.46562,2490.85010,1806.34163,1180.26398,2087.03522,2052.69584,1484.29956,1579.72703,2446.43284,1924.31753,2293.44918,2535.27090,1722.68798,2297.77478,405.71787,2146.09029,2202.99078
gene 467,1329.41903,1724.75235,1325.18073,1243.46593,1598.92492,2229.52150,1898.15005,1494.86684,1362.62020,1862.28662,1505.85625,1895.38018,1528.18640,1926.48696,2113.47329,1358.12112,1903.02252,1635.27591,1930.48838,1297.33697,2540.75421,1598.56258,1745.98437,2065.88460,1952.01732,322.98629,1722.64077,1724.75235
gene 468,1296.40011,1685.65384,2938.56514,1557.06382,2331.56658,1397.33251,1569.74936,1768.67313,1722.80706,2263.36096,2253.83470,2146.13017,1225.51508,2050.98168,1946.93708,1753.63536,1586.82076,1473.72193,1550.53022,1934.79631,1651.63522,1263.94470,1171.01190,2161.26369,1875.65736,407.44747,1783.10355,1722.80706
gene 469,1800.15678,1174.31530,1116.71566,1266.17071,1232.49803,1589.73025,1444.41442,936.72723,1516.30823,1002.28076,1501.64432,1550.10592,1851.59762,1319.51253,1489.06941,1753.12032,1391.19495,1325.59369,1474.13029,1362.97848,1969.36887,1560.92007,1316.13402,1812.63507,1509.97307,254.96629,1450.69184,1474.13029
gene 470,1412.18242,1125.87429,1375.73426,1601.14464,1166.37899,1683.37992,1259.01640,1363.13083,1413.60922,1536.94856,1349.56798,1008.52898,1366.93921,1112.47272,1174.70181,1036.75796,1380.05082,1542.90659,1248.72968,1446.27907,1070.29827,1175.28677,1147.70773,1416.63430,1296.46780,177.05622,1308.42917,1349.56798
gene 471,870.00897,1225.51022,907.73773,1001.20626,959.41194,606.49372,776.18254,1043.52352,1258.52781,1037.75263,1315.50578,1112.73491,1284.27453,1104.16216,1083.34472,1219.99919,1315.96917,1257.13373,1197.64290,957.90923,1004.05459,1281.70721,1008.61112,1108.94607,1315.16020,179.61882,1090.14043,1104.16216
gene 472,1981.42082,1686.39886,1936.31459,1824.59754,1443.06525,1376.69275,1906.82497,1232.03587,1891.05553,1408.01682,1857.93835,1802.88267,1983.00071,1372.80153,2059.61183,806.96534,1467.21344,1339.32190,1625.16523,1487.20150,996.91924,1092.43251,1287.81904,1966.11648,2023.62853,347.48519,1594.21765,1625.16523
gene 473,1592.99753,1826.99837,1779.90080,2309.53659,1625.38437,2373.08252,1166.10242,1753.91455,1801.39317,1920.43465,2131.93301,1180.77063,1914.44679,2490.47464,1828.08624,1098.44135,1819.94930,1628.82142,2305.33897,2166.56486,2024.19577,2301.45432,2512.56034,2119.62887,1723.80540,382.86426,1895.84868,1828.08624
gene 474,648.83990,775.50545,635.31159,408.34945,588.75326,560.46197,461.71027,573.61899,502.27910,459.68225,633.78106,501.90885,490.18643,638.19898,585.21774,484.70362,669.61602,513.59155,522.25090,421.15884,663.41835,665.86000,394.23078,598.36909,615.03879,94.21981,560.48173,573.61899
gene 475,1077.17672,1250.17655,1103.04977,636.86459,982.04809,1016.60102,1076.91515,1035.57832,1288.84389,1241.83095,1135.04537,1662.53886,1289.68995,968.27710,1063.89372,998.10422,1096.18559,1070.78372,1091.99154,1259.31536,1293.21976,1357.14284,1166.73729,1766.44003,1096.86093,217.89149,1161.01245,1096.86093
gene 476,1080.49517,1178.39671,1199.23026,1480.80669,1043.78419,1271.37743,1087.50902,1066.42614,882.76613,1705.24450,533.65107,1205.49238,1138.27128,1158.96943,1095.35954,1001.26333,964.39379,811.74889,934.57389,1384.09938,836.51064,1548.59510,1052.32145,837.71594,972.19650,246.81096,1098.84795,1080.49517
gene 477,1372.31685,1897.16097,2162.06448,1131.09493,1618.44340,1440.95830,2191.70527,1185.30385,2065.07988,1279.62883,1219.27401,1941.07443,1174.54411,1792.99721,1665.64875,1663.19351,1750.82325,1754.87821,1729.02979,1466.40556,1924.40331,1418.34090,1932.02623,1051.54584,1784.73745,327.41807,1624.50717,1665.64875
gene 478,2587.98761,2720.31351,2079.29305,1356.73303,1880.82123,1700.10434,2013.52338,1821.97026,2098.32787,1005.93387,2081.23342,1936.56839,1762.96455,2189.73343,2400.84287,1633.27712,2703.57489,1885.39457,2395.53974,2190.16689,1942.78235,1358.40481,1712.02922,2781.00697,2199.27217,431.60676,2017.51198,2013.52338
gene 479,963.78002,721.14222,765.70636,712.02832,677.01934,520.71650,824.72887,648.29936,914.33492,604.85694,796.45943,774.67647,714.96020,952.14955,870.50425,953.04790,621.01737,813.93283,790.46135,876.06217,776.35895,516.21494,777.75270,769.57535,629.53931,122.92788,759.41302,774.67647
gene 480,841.02044,733.54314,719.55493,814.72556,863.77367,842.16478,872.93365,836.94226,839.06388,608.89367,484.91250,759.96968,698.86124,571.48890,788.82570,702.02232,678.98593,614.23652,611.82762,405.62200,902.50527,1032.37098,471.14980,551.29073,595.72114,150.53725,713.69625,719.55493
gene 481,352.10399,340.37260,515.81192,459.51526,348.48443,416.58493,458.04415,178.48022,619.19475,318.93880,314.34220,532.88155,547.24162,525.26554,505.54492,482.76470,509.49779,428.12383,560.24644,431.42976,449.13129,383.87549,625.24354,381.55348,484.46764,101.74512,446.76563,458.04415
gene 482,672.21138,475.61598,753.30414,760.68706,495.44854,784.79950,859.89623,721.85041,713.80030,827.84683,680.00160,493.44530,454.21368,920.80362,551.83720,596.24228,827.60841,563.85668,835.33576,807.95454,689.82858,644.47790,776.70490,602.95098,646.60060,128.93964,686.29290,689.82858
gene 483,497.66924,625.49451,605.06614,501.40649,591.52110,745.99256,577.53092,403.12448,546.76121,517.01567,748.87430,419.69458,636.72080,446.34148,489.46438,399.00968,760.84355,431.32313,565.61055,473.78578,519.49372,504.15265,556.20341,631.88551,674.92924,103.54827,554.79660,546.76121
gene 484,1322.23105,1237.63065,1355.33783,1396.79617,1169.42560,1108.17559,801.42525,1547.71399,1427.07866,1509.91302,1189.64330,1247.09118,1593.79012,902.71015,1455.06354,1614.85899,1269.99842,1476.28836,1298.47677,1862.19770,1961.63980,1521.33373,1265.22444,1242.93326,1258.95913,250.57635,1361.43747,1322.23105
gene 485,761.29089,1530.62707,887.45252,1272.02407,1021.67448,977.77749,1132.82450,1690.07771,1065.99478,1357.36764,1445.65120,1209.77018,1027.80545,1423.61919,1318.67402,1499.55526,832.50353,1512.45778,1232.30441,893.83051,1270.11908,1128.13150,1483.06582,1016.95494,1619.18223,255.27510,1224.42945,1232.30441
gene 486,664.18663,1251.82149,844.97541,717.48329,862.44441,1006.23294,1559.06204,919.04277,813.73683,724.84056,1050.97546,985.51711,932.17484,1079.35755,913.78598,620.35230,767.68943,1025.98737,907.56379,586.22124,1016.55468,1212.97099,918.50895,1330.91783,753.30197,224.20102,938.62823,918.50895
gene 487,1564.49052,1287.70019,1049.15631,1401.09173,1784.86103,1370.70045,1685.26284,1696.22390,1850.47609,1408.55223,1979.15049,1215.61071,1416.36862,1745.34536,1208.33530,1963.99218,1444.22450,1172.72676,1312.16334,1343.68429,1730.34985,1617.86775,2045.77446,1851.15847,1617.98028,272.05345,1550.52991,1564.49052
gene 488,199.85517,197.95365,235.51448,298.54751,315.37133,355.96857,207.00552,357.83548,268.56862,330.33835,356.82657,233.41553,299.76040,299.55617,194.82176,319.67338,302.76309,243.33746,320.28641,257.97345,283.09572,352.90441,253.12687,301.36742,353.28736,52.64837,285.56619,299.55617
gene 489,267.33011,239.25020,230.58445,243.94436,183.03461,304.23389,171.44578,230.26339,251.00812,179.84418,280.58538,259.65638,225.66440,238.27744,263.06817,279.38208,178.43557,244.86153,204.55979,214.08466,220.02564,256.14143,229.57782,197.44474,253.12350,33.83740,233.83310,238.27744
gene 490,915.37495,771.10593,598.82664,561.61576,487.04004,532.71283,488.24711,553.21883,628.43123,796.65086,875.58205,807.62279,777.11307,444.94285,828.88931,717.23357,736.79901,759.84586,561.58359,474.40078,782.46596,773.09577,308.71217,551.95181,904.01755,159.91976,665.49921,717.23357
gene 491,18.16879,17.82210,17.71369,13.90460,14.84209,17.89716,15.46493,15.27783,15.42364,17.46501,11.80666,16.82066,17.35303,17.11934,8.24582,12.85823,7.50421,17.47324,19.68384,18.44054,17.42959,13.04119,10.22655,14.81130,18.34394,3.16857,15.40552,16.82066
gene 492,917.81473,997.70333,1008.32486,497.76723,892.02894,848.37644,635.18047,747.26555,805.88709,735.82830,961.79089,797.36769,644.24302,894.77891,632.90048,847.31153,874.97389,1043.08136,626.60332,877.73930,838.32203,747.72991,448.82834,803.94930,990.28092,153.13155,804.64311,838.32203
gene 493,396.59020,386.21649,251.91216,212.85476,331.26291,266.95188,320.43209,323.29000,335.49216,331.07048,378.58958,323.66844,218.18913,375.76180,357.55911,342.21353,424.11200,225.57821,194.18478,323.05258,312.96963,148.66064,416.60455,265.28013,286.74853,70.54753,309.96983,323.29000
gene 494,999.53540,881.56191,894.42463,1347.08753,817.14616,569.04247,676.81525,1098.06851,803.82365,803.54978,703.53597,912.90852,993.88114,732.90349,1061.28801,812.26341,944.92156,1026.21336,989.11371,811.77672,1208.85889,798.72115,749.14451,696.80064,916.12005,172.56772,889.98026,881.56191
gene 495,16.61132,14.07257,19.32542,12.23690,21.98245,21.24322,14.11882,12.73737,16.55532,21.33043,16.00238,16.45108,16.71313,15.27050,18.70145,14.10763,19.38566,17.11226,15.87877,22.05273,13.97802,18.25823,19.30168,16.84999,18.29012,2.75956,17.14270,16.71313
gene 496,1273.49747,1167.57345,1654.09198,1156.06934,1324.15753,922.29980,1392.54042,1077.83085,1725.10425,1322.50406,1232.78635,993.96368,876.03630,1254.17736,1393.54512,1756.38874,1332.28524,1598.32522,1499.81483,996.03674,813.50195,1001.83238,1156.10070,1263.26953,1844.67080,275.79362,1281.13616,1263.26953
gene 497,235.09194,218.67338,225.70597,213.71617,260.95936,186.01731,176.49867,200.05642,218.50398,291.86212,147.85985,236.15884,254.69992,195.85475,244.46767,105.13085,210.60817,288.80889,168.54893,258.24665,181.83881,263.85087,265.57309,187.28635,244.54377,43.67287,219.22251,218.67338
gene 498,627.25537,394.87623,472.67298,465.49204,533.75387,583.59449,451.98628,284.02508,508.12933,485.73929,596.83220,560.07039,553.00606,417.27398,351.88694,491.93422,437.50713,553.73190,497.22095,474.79712,366.40660,392.24146,343.50322,442.32620,497.74420,83.75721,471.36030,474.79712
gene 499,1639.60267,986.91930,1310.64663,1156.69683,1239.62982,1368.90377,1429.44085,387.29931,1253.86401,1151.86720,768.54317,1127.41316,1347.79085,1657.76992,1595.44066,1056.01846,1180.17357,1253.17059,1358.62854,1240.84776,633.41188,1441.72737,1746.22877,1051.42194,445.57483,340.53329,1193.16127,1240.84776
gene 500,1825.83721,1479.73060,1578.88392,1399.84713,1848.63999,1379.58020,1789.79549,2038.12102,1418.37319,1870.82136,1384.95182,1118.93368,1202.12015,2004.55347,1397.24242,1201.37832,1519.90676,1885.32479,1639.87602,2183.54413,1307.18712,2307.80880,1669.21570,1726.51829,1394.28305,310.93523,1622.89899,1578.88392
